work_slug,sections,passages,notes,verses,intro_sections,preface_sections,main_sections,appendix_sections,commentary_sections,note_sections,dominant_role,has_introduction,has_appendix,has_commentary
alexander-von-alexandrien-250-328-absetzung-des-arius-swkv-de,1,1,1,3,1,0,0,0,0,0,introduction,1,0,0
